486	683	788	779	575	471	290	225	143	115	98	82	77	49	56	62	50	24
536	651	734	755	606	423	292	191	138	109	99	81	62	83	67	78	65	37
515	647	775	763	617	395	281	179	151	91	80	75	84	63	65	87	67	45
527	699	773	733	533	365	281	159	134	92	89	73	105	96	91	111	130	95
591	743	766	747	639	433	248	198	146	109	98	104	97	122	118	150	152	93
628	722	781	762	588	418	316	210	153	134	114	118	123	128	168	154	136	75
620	767	831	795	634	441	364	256	197	133	112	120	153	139	147	121	85	35
612	799	851	757	644	522	396	261	209	139	116	86	124	134	124	114	94	31
618	816	890	759	623	563	432	283	206	146	120	102	95	83	104	56	48	25
650	781	883	818	703	591	466	305	200	142	113	101	86	87	72	38	34	13
709	823	884	862	730	666	456	290	192	133	108	84	76	58	51	44	37	16
747	863	943	906	877	660	484	280	179	123	103	76	76	65	52	56	41	25
731	912	959	1015	926	750	513	293	191	85	85	68	63	55	63	74	65	60
773	841	959	1009	942	754	540	340	173	99	70	55	45	67	54	55	45	31
